ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,UniqueIDPriorSystem,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone1Type,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone2Type,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone3Type,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone4Type,Phone5Number,Phone5Name,Phone5Description,Phone5IsPrivate,Phone5Type,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,AvailabilityPeriod,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers,HighlightedResource,LastVerifiedOn,LastVerifiedByName,LastVerifiedByTitle,LastVerifiedByPhoneNumber,LastVerifiedByEmailAddress,LastVerificationApprovedBy,AvailableForDirectory,AvailableForReferral,AvailableForResearch,PreferredProvider,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,CurrentWorkflowStepCode,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_rqa,Max Of rowid,Tax
10601449,AL-ANON AND ALATEEN DISTRICT 12 SAN FRANCISCO,,,Agency,AL-ANON AND ALATEEN DISTRICT 12 SAN FRANCISCO,0,,Agency6188,,,,,,,United States,,"870 Market Street, Suite 318",,San Francisco,San Francisco,CA,94102,United States,,,,,,,,,37.779805,-122.417362,,415-834-9941,Intake,,,,415-834-9940,Main,,,,650-794-9654,Intake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@al-anonsf.org,www.al-anonsf.org,Inactive,Support Group,A twelve step support group for family members and friends of problem drinkers including groups for teens and preteens,10601449,,,,,,,,,,,,,,,,,,,,,,,,,,Voluntary Association,Donations;,No,No,Varies according to location;,,,,,,,,,,,,,,,,,,,,1/14/10,1/14/10,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,360,Families/Friends of Alcoholics Support Groups
10599840,"ALCOHOLICS REHABILITATION ASSOCIATION OF SAN FRANCISCO, INC.",First Step Home;,,Agency,"ALCOHOLICS REHABILITATION ASSOCIATION OF SAN FRANCISCO, INC.",0,,Agency44,,,,,,,United States,,1035 Haight Street,,San Francisco,San Francisco,CA,94117,United States,,,,,,,,,37.770051,-122.441408,,415-863-3661,Main,,,,,,,,,,,,,,,,,,,,,,,,415-863-3670,,,,,,,,,,,,,,,,,,,,,arahouse@pacbell.net,,Active,Nonprofit (501(c)(3)),Offers a residential recover program from alcohol abuse or addiction. Program is modeled on the 12 Steps of Alcoholics Anonymous,10599840,,,,,,,,,,Daniel Tobin,Executive Director,arahouse@pacbell.net,415-863-3661,,John Keefse,Resident Manager,,,,,,,,,,Nonprofit - Incorporated,Fees; Donations;,No,No,Not wheelchair accessible at this time;,,"MUNI - 6 Parnassus, 24 Divisadero, 43 Masonic, 71 Haight-Noriega",,,,,,,,,,,,,,,,,,3/24/86,4/25/11,,,,,10/30/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,386,Residential Alcoholism Treatment Facilities
10601196,ALISA ANN RUCH BURN FOUNDATION,,,Agency,ALISA ANN RUCH BURN FOUNDATION,0,,Agency59,,,,,,,United States,No,"2601 Mission Street, Ste. 401",,San Francisco,San Francisco,CA,94110,United States,No,,,,,CA,,United States,37.748423,-122.413671,,800-755-2876,Alternate Main,,FALSE,,415-495-7223,Main,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,415-495-7224,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,info@aarbf.org,www.aarbf.org,Active,Nonprofit (501(c)(3)),"Provides assistance to burn survivors including limited financial assistance, special events and support groups, as well as burn prevention and fire safety education",10601196,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Jennifer Radics,Executive Director,jradics@aarbf.org,818-848-0223,No,Daniel Chacon,Northern California Regional Manager,dchacon@aarbf.org,,,No,,None or unknown,,,,Nonprofit - Incorporated,Grants; Donations;,No,No,Building entrance accessible; Restroom accessible; All floors accessible;,,"MUNI - T 3rd, 10 Townsend, 30 Stockton, 45 Union-Stockton, 47 Van Ness",,,,,,,,,,,,,,,,,,12/23/96,2/7/14,,,,FALSE,9/27/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,465,Burns
10601397,ALL SAINTS' EPISCOPAL CHURCH,Haight Ashbury Community Services;,,Agency,ALL SAINTS' EPISCOPAL CHURCH,0,,Agency61,,,,,,,United States,,1350 Waller Street,,San Francisco,San Francisco,CA,94117,United States,,,,,,,,,37.770051,-122.441408,,415-621-1862,Main,,,,,,,,,,,,,,,,,,,,,,,,415-621-7008,,,,,,,,,,,,,,,,,,,,,info@allsaintssf.org,www.allsaintssf.org,Active,Nonprofit (501(c)(3)),"Serves a hot, nourishing lunch each Saturday for anyone in need",10601397,,,,,,,,,,Kenneth Schmidt,Rector,,415-621-1862,,Joan Carroll,Director,webmaster@allsaintssanfran.org,415-621-1862,,,,,,,,Nonprofit - Incorporated,Donations;,Yes,No,Building entrance accessible; Restroom accessible;,,"MUNI - 6 Parnassus,  33 Corbett, 37 Ashbury, 43 Masonic, 66 Quintara, 71 Haight/Noriega",,,,,,,,,,,,,,,,,,5/8/00,6/24/11,,,,,2/13/08,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,466,Soup Kitchens
10601576,ALPHA PREGNANCY CENTER,APC; Crisis Pregnancy Center; CPC;,,Agency,ALPHA PREGNANCY CENTER,0,,Agency65,,,,,,,United States,No,5070 Mission Street,,San Francisco,San Francisco,CA,94112,United States,No,,,,,CA,,United States,37.720114,-122.440383,,415-584-6800,Main,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,414-584-6900,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,info@alphapc.org,www.alphapc.org,Active,Nonprofit (501(c)(3)),A Christian ministry focused on serving the needs of people in pregnancy-related crises and enabling them to explore alternatives to abortion,10601576,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Chastidy Ronan,Executive Director,chastidy@alphapc.org,,No,Marta Alvarez,Counselor/Case Manager,info@alphapc.org,,,No,,None or unknown,,,,Nonprofit - Incorporated,Donations; Independent Fund Raising;,No,No,Building entrance accessible; Restroom accessible;,,"Muni: 14 Mission, 29 Sunset, 43 Masonic, 54 Felton",,,,,,,,,,,,,,,,,,9/6/96,2/26/14,,,,FALSE,10/9/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,498,Pregnant Women
10602506,AMBULATORY SURGERY ACCESS COALITION OPERATION ACCESS,,,Agency,AMBULATORY SURGERY ACCESS COALITION OPERATION ACCESS,0,,Agency78,,,,,,,United States,,"115 Sansome Street, Suite 1205",,San Francisco,San Francisco,CA,94104,United States,,,,,,,,,37.791257,-122.400811,,415-733-0052,Main,,,,,,,,,,,,,,,,,,,,,,,,415-733-0019,,,,,,,,,,,,,,,,,,,,,info@operationaccess.org,www.operationaccess.org,Active,Nonprofit (501(c)(3)),A referral network for outpatient surgery for low-income individuals with no health insurance,10602506,,,,,,,,,,Benjamin Aune,President and CEO,ben@operationaccess.org,,,Marisol Ponce De Leon,Comm & Admin Coordinator,ol@operationaccess.org,,,,,,,,,Nonprofit - Incorporated,Donations; Grants;,No,No,Building entrance accessible; All floors accessible;,,"MUNI - 9 San Bruno, 10 Townsend, 71 Haight-Noriega",,,,,,,,,,,,,,,,,,8/21/96,5/10/12,,,,,5/10/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,611,Low Income
10602117,AMERICAN CANCER SOCIETY SAN FRANCISCO UNIT,,,Agency,AMERICAN CANCER SOCIETY SAN FRANCISCO UNIT,0,,Agency7420,,,,,,,United States,,"601 Montgomery Street, Suite 650",,San Francisco,San Francisco,CA,94111,United States,,,,,,,,,37.797476,-122.399089,,800-227-2345,Hotline,,,,415-394-7100,Main,,,,,,,,,,,,,,,,,,,415-495-1877,,,,,,,,,,,,,,,,,,,,,,www.cancer.org,Active,Nonprofit (501(c)(3)),"Provides a wide range of services for individuals with cancer, their families and friends in San Francisco",10602117,,,,,,,,,,Ray Gottfredson,Director of Community Services,ray.gottfredson@cancer.org,,,,,,,,,,,,,,Nonprofit - Incorporated,Donations; Independent Fund Raising;,Yes,No,Building entrance accessible; Restroom accessible; Special parking;,,BART - Montgomery Street Station,,,,,,,,,,,,,,,,,,4/13/10,6/24/11,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,727,Cancer
10602877,AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA,ACLU;,,Agency,AMERICAN CIVIL LIBERTIES UNION OF NORTHERN CALIFORNIA,0,,Agency90,,,,,,,United States,No,39 Drumm Street,,San Francisco,San Francisco,CA,94111,United States,No,,,,,CA,,United States,37.797476,-122.399089,,650-579-1789,Alternate Main,,FALSE,,415-621-2488,Civil Liberties Hotline,,FALSE,,415-621-2493,Main,,FALSE,,,,,FALSE,,,,,FALSE,,415-255-1478,,FALSE,415-863-7832,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,www.aclunc.org,Active,Nonprofit (501(c)(3)),A public interest organization devoted to protecting basic civil liberties,10602877,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Abdi Soltani,Executive Director,ASoltani@aclunc.org,,,No,,None or unknown,,,,Nonprofit - Incorporated,Donations; Grants; Membership Dues;,Yes,No,All floors accessible; Building entrance accessible;,,"MUNI - J, K, L, M, N, S Lines. BART - Embarcadero Station",,,,,,,,,,,,,,,,,,3/24/86,2/26/14,,,,FALSE,8/26/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,759,Constitutional/Civil Rights Groups
10596200,AMERICAN ELDER CARE RESEARCH ORGANIZATION,,,Agency,AMERICAN ELDER CARE RESEARCH ORGANIZATION,0,,Agency12120,,,,,,,United States,No,736 Cole Street,,San Francisco,San Francisco,CA,94117,United States,Yes,,,,,CA,,United States,37.770051,-122.441408,,415-287-3486,Main,,FALSE,,641-715-3900,Intake,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,415-324-8237,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,info@payingforseniorcare.com,www.payingforseniorcare.com,Active,For Profit,Provides a free service that helps individuals find all the public and private resources that are available to pay for long term senior care,10596200,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Alex Guerrero,Director Of Operations,alex@payingforseniorcare.com,,Yes,,,,,,No,,None or unknown,,,,Commercial,,No,No,Not necessary for service;,,Not necessary for service,,,,,,,,,,,,,,,,,,3/24/11,2/27/14,,,,FALSE,2/27/14,alex guerrero,,,alex@payingforseniorcare.com,Tony Zhou,,,,0,,,en,,,,,,,,,,766,Older Adults
10600100,AMERICAN FRIENDS SERVICE COMMITTEE PACIFIC MOUNTAIN REGION,,,Agency,AMERICAN FRIENDS SERVICE COMMITTEE PACIFIC MOUNTAIN REGION,0,,Agency4586,,,,,,,United States,,65 - 9th Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,,415-565-0201,Main,,,,,,,,,,,,,,,,,,,,,,,,415-565-0204,,,,,,,,,,,,,,,,,,,,,pmr@afsc.org,www.afsc.org/pacificmtn,Active,Nonprofit (501(c)(3)),"Coordinates various programs and activities related to homeless organizing, peacebuilding and public education",10600100,,,,,,,,,,Laura Magnani,Interim Regional Director,,,,Stephen McNeil,Contact,nsaylor@afsc.org,,,,,,,,,Nonprofit - Incorporated,Donations; Grants;,No,No,Restroom accessible; All floors accessible; Building entrance accessible;,,Muni: Market Street lines; BART: Civic Center Station,,,,,,,,,,,,,,,,,,10/29/07,5/31/11,,11/08/07: We are awaiting word from Maritza about which services to include in this record before proceeding.,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,775,Homelessness Issues
10603225,AMERICAN FRIENDS SERVICE COMMITTEE Working Essentials,Working Essentials - Amerincan Friends Service Committee;,,Agency,AMERICAN FRIENDS SERVICE COMMITTEE Working Essentials,0,,Agency96,,,,,,,United States,,65 - 9th Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,,415-565-0201,Main,,,,,,,,,,,,,,,,,,,,,,,,415-565-0204,,,,,,,,,,,,,,,,,,,,,smcneil@afsc.org,www.workingessentials.org,Active,Nonprofit (501(c)(3)),Collects and distributes donated items to job counselors in social services that help homeless individuals find and maintain jobs. Does not accept clothing donations,10603225,,,,,,,,,,Sandy Weil,Founder/board Chairperson,,,,Stephan McNeil,EMAP Program Director,,,,,,,,,,Nonprofit - Incorporated,Donations;,No,No,Building entrance accessible;,,"MUNI - All Market Street Lines, All Mission Street Lines.  BART - Civic Center Station",,,,,,,,,,,,,,,,,,10/31/01,6/1/11,,,,,7/14/06,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,776,Personal/Grooming Supplies
10595118,"AMERICAN HEART ASSOCIATION, WESTERN STATES AFFILIATE, SAN FRANCISCO OFFICE",,,Agency,"AMERICAN HEART ASSOCIATION, WESTERN STATES AFFILIATE, SAN FRANCISCO OFFICE",0,,Agency100,,,,,,,United States,,"100 Montgomery Street, Suite 1650",,San Francisco,San Francisco,CA,94104,United States,,,,,,,,,37.791257,-122.400811,,415-433-2273,Main,,,,,,,,,,,,,,,,,,,,,,,,415-228-8402,,,,,,,,,,,,,,,,,,,,,mary.ann.gigliuto@heart.org,www.heart.org,Active,Nonprofit (501(c)(3)),Provides public education about heart disease and stroke prevention and post stroke and post heart information including CPR trainings to community members and health care providers,10595118,,,,,,,,,,Jill DiGiacomo,Executive Director,jill.digiacomo@heart.org,,,Mary Ann Gigliuto,Operations Manager,mary.ann.gigliuto@heart.org,,,,,,,,,Nonprofit - Incorporated,Grants; Donations;,No,No,Restroom accessible; All floors accessible; Building entrance accessible;,,"MUNI - 2 Clement, 3 Jackson,  30 Stockton, 45 Union, Market Street lines. BART - Montgomery Street Station",,,,,,,,,,,,,,,,,,3/24/86,7/25/12,,,,,7/25/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,804,Heart Disease
10595401,AMERICAN LIVER FOUNDATION NORTHERN CALIFORNIA AND NEVADA DIVISION,,,Agency,AMERICAN LIVER FOUNDATION NORTHERN CALIFORNIA AND NEVADA DIVISION,0,,Agency108,,,,,,,United States,No,"870 Market Street, Suite 1048",,San Francisco,San Francisco,CA,94102,United States,No,,,,,CA,,United States,37.779805,-122.417362,,800-292-9099,Main,,FALSE,,800-465-4837,Hotline,,FALSE,,415-248-1060,Alternate Main,,FALSE,,,,,FALSE,,,,,FALSE,,415-248-1066,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,ddelapena@liverfoundation.org,www.liverfoundation.org/chapters/northernca/,Active,Nonprofit (501(c)(3)),"Provides information, education and support group referrals to liver patients and their families",10595401,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Gregory Martin,Division Director,gmartin@liverfoundation.org,,,No,,None or unknown,,,,Nonprofit - Incorporated,Independent Fund Raising; Donations; Fees; Grants;,Yes,No,Building entrance accessible;,,Muni: All Market Street lines; BART: Powell Street Station,,,,,,,,,,,,,,,,,,5/22/91,2/26/14,,,,FALSE,10/14/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,839,Liver Disease
10595942,AMERICAN RED CROSS BAY AREA CHAPTER,THE RED CROSS; ARC; ARCBA;,,Agency,AMERICAN RED CROSS BAY AREA CHAPTER,0,,Agency118,,,,,CA,,United States,No,1663 Market Street,,San Francisco,San Francisco,CA,94103,United States,No,,,,,CA,,United States,37.773969,-122.410448,,888-443-5722,Main,,FALSE,,415-427-8000,Main,,FALSE,,800-660-4272,Emergency Services,,FALSE,,866-773-3276,Vehicle Donations,,FALSE,,,,,FALSE,,415-427-8104,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,arcbainfo@redcross.org,www.redcrossbayarea.org,Active,Nonprofit (501(c)(3)),"Provides relief to those affected by disasters and empowers Bay Area residents to prevent, prepare for and respond to emergencies",10595942,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Aaron Litwin,Disaster Manager,LitwinA@usa.redcross.org,,No,Michaela Williams,Special Assistant to CEO,,,,No,,None or unknown,,,,Nonprofit - Incorporated,Federal; Donations;,No,No,Building entrance accessible; Restroom accessible; Special parking; All floors accessible;,,"MUNI - 2 Clement, 3 Jackson,  5 Fulton, 6 Parnassus, 21 Hayes, 38 Geary, 47 Van Ness, 49 Van Ness/Mission.  BART - Montgomery Street Station",,,,,,,,,,,,,,,,,,3/24/86,2/27/14,,,,FALSE,2/27/14,aaron litwin,,,aaron.litwin@redcross.org,Tony Zhou,,,,0,,,en,,,,,,,,,,946,Military Personnel/Contractors
10596260,"AMERICAN YOUTH HOSTELS, GOLDEN GATE COUNCIL",,,Agency,"AMERICAN YOUTH HOSTELS, GOLDEN GATE COUNCIL",0,,Agency1220,,,,,,,United States,,"425 Divisadero Street, Suite 307",,San Francisco,San Francisco,CA,94117,United States,,,,,,,,,37.770051,-122.441408,,415-863-1444,Main,,,,,,,,,,,,,,,,,,,,,,,,415-863-3865,,,,,,,,,,,,,,,,,,,,,info@norcalhostels.org,www.norcalhostels.org/hostels,Active,Nonprofit (501(c)(3)),"Provides simple, safe, overnight and day-use accommodations for educational and recreational travelers of all ages",10596260,,,,,,,,,,Danielle Brumfitt,Executive Director,daniellebrumfitt@norcalhostels.org,,,Molly Mitoma,Marketing Manager,mmitoma@norcalhostels.org,,,,,,,,,Nonprofit - Incorporated,Fees; Donations; Grants; Membership Dues;,Yes,No,Varies according to location;,,"MUNI- 6 Pernassus, 21 Hayes, 24 Divisadero, 71L Haight-Noriega",,,,,,,,,,,,,,,,,,7/5/84,10/13/11,,,,,2/25/10,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,994,Children
10596644,AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION GREATER BAY AREA CHAPTER,ALSA;,,Agency,AMYOTROPHIC LATERAL SCLEROSIS ASSOCIATION GREATER BAY AREA CHAPTER,0,,Agency132,,,,,,,United States,,"1 Embarcadero Center, Suite 1530",,San Francisco,San Francisco,CA,94111,United States,,,,,,,,,37.797476,-122.399089,,800-209-0433,Alternate Main,,,,415-904-2572,Main,,,,,,,,,,,,,,,,,,,415-904-2573,,,,,,,,,,,,,,,,,,,,,info@alsagoldenwest.org,webgw.alsa.org,Active,Nonprofit (501(c)(3)),"Provides evaluation, support groups, information and referrals for individuals with amyotrophic lateral sclerosis (Lou Gehrig's Disease)",10596644,,,,,,,,,,Fred Fisher,Executive Director,fred@alsabayarea.org,415-904-2572 ext. 305,,Jenica Lancy,Web Marketing and Communications Manager,jlancy@alsagoldenwest.org,415-235-8532,,,,,,,,Nonprofit - Incorporated,Independent Fund Raising; Grants; Donations;,Yes,No,Building entrance accessible; Restroom accessible; All floors accessible;,,"Muni: 1 California, 10 Townsend, 12 Folsom,  41 Union",,,,,,,,,,,,,,,,,,5/19/97,5/14/12,,,,,12/31/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,1027,Volunteer Administration Associations
10595750,ANIMAL SWITCHBOARD,,,Agency,ANIMAL SWITCHBOARD,0,,Agency11520,,,,,,,United States,,Fort Mason Center,,San Francisco,San Francisco,CA,94123,United States,,,,,,,,,37.800078,-122.434904,,415-474-4021,Main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.animalswitchboard.org,Inactive,Nonprofit (501(c)(3)),Provides information and referral services to pet owners which connects them with available pet related resources,10595750,,,,,,,,,,Virginia Hendley,Executive Director,virginia@animalswitchboard.org,,,,,,,,,,,,,,Nonprofit - Incorporated,Donations;,No,No,Special parking; Restroom accessible; Building entrance accessible;,,"MUNI - 10 Townsend, 19 Polk, 28 19th Avenue, 49 Van Ness-Mission",,,,,,,,,,,,,,,,,,10/4/10,12/28/10,,,,,,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,1059,Animal/Pet Issues
10597146,APA FAMILY SUPPORT SERVICES,Asian Pacific Islander Hotline; Asian Perinatal Advocates;,,Agency,APA FAMILY SUPPORT SERVICES,0,,Agency178,,,,,,,United States,No,657 Jackson Street,,San Francisco,San Francisco,CA,94133,United States,No,,,,,CA,,United States,37.800497,-122.409117,,415-617-0067,Main,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,,,,FALSE,,415-617-0078,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,apa@apasfgh.org,www.apasfgh.org,Active,Nonprofit (501(c)(3)),"Promotes the health of Asian/Pacific Islander children and families by providing in-home family support services that prevent child abuse and domestic violence and by advocating for culturally competent services through education, community building and l",10597146,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Mai-Mai Ho,Program Director,maiho@apasfgh.org,,,No,,None or unknown,,,,Nonprofit - Incorporated,County; State; Federal;,Yes,No,Not wheelchair accessible at this time;,,"Muni: 1 California, 10 Townsend, 12 Folsom,  30 Stockton, 41 Union, 45 Union-Stockton, Powell Cable Car",,,,,,,,,,,,,,,,,,2/15/97,2/26/14,,,,FALSE,4/27/09,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,1083,Families
10597125,API LEGAL OUTREACH,Nihonmachi Legal Outreach; Asian Pacific Islander Legal Outreach;,,Agency,API LEGAL OUTREACH,0,,Agency176,,,,,,,United States,,1121 Mission Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,,415-567-6255,Main,,,,,,,,,,,,,,,,,,,,,,,,415-567-6248,,,,,,,,,,,,,,,,,,,,,info@apilegaloutreach.org,www.apilegaloutreach.org,Active,Nonprofit (501(c)(3)),"Provides legal and social services in the areas of domestic violence/family law, anti-trafficking, immigration, elder law, disability rights, housing, and public benefits",10597125,,,,,,,,,,Dean Ito Taylor,Staff Attorney,dit@apilegaloutreach.org,,,,,,,,,,,,,,Nonprofit - Incorporated,State; Fees; Donations;,No,No,Building entrance accessible;,,"MUNI - 1 California, 2 Clement,  38 Geary; BART - Civic Center",,,,,,,,,,,,,,,,,,4/19/86,7/31/12,,,,,5/24/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,1109,Asian Community
10596737,ARAB CULTURAL AND COMMUNITY CENTER,ACCC;,,Agency,ARAB CULTURAL AND COMMUNITY CENTER,0,,Agency140,,,,,,,United States,,2 Plaza Street,,San Francisco,San Francisco,CA,94116,United States,,,,,,,,,37.744303,-122.482485,,415-664-2200,Main,,,,,,,,,,,,,,,,,,,,,,,,415-664-2280,,,,,,,,,,,,,,,,,,,,,info@arabculturalcenter.org,www.arabculturalcenter.org,Active,Nonprofit (501(c)(3)),"Offers social services, counseling and translation services to Arabic speaking individuals and families, domestic violence services, sexual assault services, cultural competence training to social service agencies, and housing, health and legal referrals",10596737,,,,,,,,,,Sally Al Daher,Executive Director,,,,Loubna Qutami,,lqutami@arabculturalcenter.org,415-664-4220 ext. 10,,,,,,,,Nonprofit - Incorporated,Donations; County; City; Grants;,No,No,Special arrangements can be made;,,"MUNI - K Ingleside, L Taraval, M Oceanview, 36 Teresita, 43 Masonic, 44 O'Shaughnessy, 52 Excesior",,,,,,,,,,,,,,,,,,8/24/01,7/25/12,,,,,7/25/12,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,1132,Youth Enrichment Programs
10596876,"ARK OF REFUGE, INC.",,,Agency,"ARK OF REFUGE, INC.",0,,Agency152,,,,,,,United States,,1025 Howard Street,,San Francisco,San Francisco,CA,94103,United States,,,,,,,,,37.773969,-122.410448,,415-861-1060,Main,,,,,,,,,,,,,,,,,,,,,,,,415-861-6103,,,,,,,,,,,,,,,,,,,,,arkinfo@pacbell.net,www.arkofrefuge.org,Active,Church Affiliated,"Provides HIV education to the religious community, benefits counseling, respite, and residential treatment programs for individuals with AIDS/HIV and substance abuse problems",10596876,,,,,,,,,,Reverend Yvette Flunder,Executive Director,,,,Reverend Yvette Flunder,Executive Director,,,,,,,,,,Faith Based,County; Federal;,Yes,No,,,"MUNI - F Market, J Church, K Ingleside, L Taraval, M Ocean View, N Judah, 9 San Bruno, 8AX San Bruno, 8BX San Bruno, 12 Folsom, 14 Mission, 14L Mission, 14X Mission, 19 Polk, 27 Bryant, 47 Van Ness, 49 Van Ness/Mission. BART - Powell Street Station",,,,,,,,,,,,,,,,,,1/25/93,7/7/11,,10/04/07: Email contact info taken from official website.  I also spoke to staff on site.,,,7/14/06,,,,,Unspecified Unspecified,,,,0,,,en,,,,,,,,,,1197,Residential Drug Abuse Treatment Facilities
